ID,Construction_ID,Parameter_ID,Code_ID,Value,Source,Comment,Example_IDs
17-change-paradigmaticity,17,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
17-change-bondedness,17,change-bondedness,change-bondedness-0,0 no,,,
17-change-paradigmatic-variability,17,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
17-change-syntagmatic-variability,17,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
17-change-decategorization,17,change-decategorization,change-decategorization-1,1 yes,,,
17-change-allomorphy,17,change-allomorphy,change-allomorphy-0,0 no,,,
18-target-meaning-type,18,target-meaning-type,target-meaning-type-pronounproverb,PRONOUN/PROVERB,,,
18-source,18,source,,'do',,(a)q'as,11055-aqas-aqas-proverb
18-value-semantic-integrity,18,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
18-value-phonetic-reduction,18,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
18-value-paradigmaticity,18,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
18-value-bondedness,18,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
18-value-paradigmatic-variability,18,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
18-value-syntagmatic-variability,18,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
18-value-decategorization,18,value-decategorization,value-decategorization-2,2 partial absence of some properties,,,
18-value-allomorphy,18,value-allomorphy,value-allomorphy-2,2 phonologically conditioned allomorphy,,,
18-change-semantic-integrity,18,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
18-change-phonetic-reduction,18,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
18-change-paradigmaticity,18,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
18-change-bondedness,18,change-bondedness,change-bondedness-0,0 no,,,
18-change-paradigmatic-variability,18,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
18-change-syntagmatic-variability,18,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
18-change-decategorization,18,change-decategorization,change-decategorization-1,1 yes,,,
18-change-allomorphy,18,change-allomorphy,change-allomorphy-0,0 no,,,
19-target-meaning-type,19,target-meaning-type,target-meaning-type-informationstructuredevices,INFORMATION STRUCTURE DEVICES,,,
19-source,19,source,,numeral 'one',,sa,11059-sa-sa-only
19-value-semantic-integrity,19,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
19-value-phonetic-reduction,19,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
19-value-paradigmaticity,19,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
19-value-bondedness,19,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
19-value-paradigmatic-variability,19,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
19-value-syntagmatic-variability,19,value-syntagmatic-variability,value-syntagmatic-variability-3,3 intransparent position,,,
19-value-decategorization,19,value-decategorization,value-decategorization-4,4 total decategorization,,,
19-value-allomorphy,19,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
19-change-semantic-integrity,19,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
19-change-phonetic-reduction,19,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
19-change-paradigmaticity,19,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
19-change-bondedness,19,change-bondedness,change-bondedness-0,0 no,,,
19-change-paradigmatic-variability,19,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
19-change-syntagmatic-variability,19,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
19-change-decategorization,19,change-decategorization,change-decategorization-1,1 yes,,,
19-change-allomorphy,19,change-allomorphy,change-allomorphy-0,0 no,,,
20-target-meaning-type,20,target-meaning-type,target-meaning-type-identity,IDENTITY,,,
20-source,20,source,,numeral 'one' (-ALSO),,sa(-ra),11060-sara-sara-other
20-value-semantic-integrity,20,value-semantic-integrity,value-semantic-integrity-2,2 abstract denotational meaning,,,
20-value-phonetic-reduction,20,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
20-value-paradigmaticity,20,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
20-value-bondedness,20,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
20-value-paradigmatic-variability,20,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
20-value-syntagmatic-variability,20,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
20-value-decategorization,20,value-decategorization,value-decategorization-4,4 total decategorization,,,
20-value-allomorphy,20,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
20-change-semantic-integrity,20,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
20-change-phonetic-reduction,20,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
20-change-paradigmaticity,20,change-paradigmaticity,change-paradigmaticity-0,0 no,,,
20-change-bondedness,20,change-bondedness,change-bondedness-0,0 no,,,
20-change-paradigmatic-variability,20,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
20-change-syntagmatic-variability,20,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
20-change-decategorization,20,change-decategorization,change-decategorization-1,1 yes,,,
20-change-allomorphy,20,change-allomorphy,change-allomorphy-0,0 no,,,
21-target-meaning-type,21,target-meaning-type,target-meaning-type-identity,IDENTITY,,,
21-source,21,source,,numeral 'one',,sa,11061-sa-sa-same
21-value-semantic-integrity,21,value-semantic-integrity,value-semantic-integrity-2,2 abstract denotational meaning,,,
21-value-phonetic-reduction,21,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
21-value-paradigmaticity,21,value-paradigmaticity,value-paradigmaticity-2,2 minor (closed) word class,,,
21-value-bondedness,21,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
21-value-paradigmatic-variability,21,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
21-value-syntagmatic-variability,21,value-syntagmatic-variability,value-syntagmatic-variability-2,2 more constrained position,,,
21-value-decategorization,21,value-decategorization,value-decategorization-3,3 absence of most properties,,,
21-value-allomorphy,21,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
21-change-semantic-integrity,21,change-semantic-integrity,change-semantic-integrity-0,0 no,,,
21-change-phonetic-reduction,21,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
21-change-paradigmaticity,21,change-paradigmaticity,change-paradigmaticity-0,0 no,,,
21-change-bondedness,21,change-bondedness,change-bondedness-0,0 no,,,
21-change-paradigmatic-variability,21,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
21-change-syntagmatic-variability,21,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
21-change-decategorization,21,change-decategorization,change-decategorization-1,1 yes,,,
21-change-allomorphy,21,change-allomorphy,change-allomorphy-0,0 no,,,
22-target-meaning-type,22,target-meaning-type,target-meaning-type-valencychange,VALENCY CHANGE,,"Target Meaning also: RECIPROCAL; Philippe Maurer. 2013. Angolar structure dataset.
In: Michaelis, Susanne Maria & Maurer, Philippe & Haspelmath, Martin & Huber, Magnus (eds.)
Atlas of Pidgin and Creole Language Structures Online.",
22-source,22,source,,'body',,onge,10036-onge-onge-reflexive
22-value-semantic-integrity,22,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
22-value-phonetic-reduction,22,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
22-value-paradigmaticity,22,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
22-value-bondedness,22,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
22-value-paradigmatic-variability,22,value-paradigmatic-variability,value-paradigmatic-variability-2,2 restricted obligatoriness,,,
22-value-syntagmatic-variability,22,value-syntagmatic-variability,value-syntagmatic-variability-3,3 intransparent position,,,
22-value-decategorization,22,value-decategorization,value-decategorization-4,4 total decategorization,,,
22-value-allomorphy,22,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
22-change-semantic-integrity,22,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
22-change-phonetic-reduction,22,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
22-change-paradigmaticity,22,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
22-change-bondedness,22,change-bondedness,change-bondedness-0,0 no,,,
22-change-paradigmatic-variability,22,change-paradigmatic-variability,change-paradigmatic-variability-1,1 yes,,,
22-change-syntagmatic-variability,22,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
22-change-decategorization,22,change-decategorization,change-decategorization-1,1 yes,,,
22-change-allomorphy,22,change-allomorphy,change-allomorphy-0,0 no,,,
23-target-meaning-type,23,target-meaning-type,target-meaning-type-other,OTHER,,,
23-source,23,source,,'say' (.FUTURE/DEBITIVE PARTICIPLE),,-bosdub,11012-bosdub-bosdub-ordinalnumeral
23-value-semantic-integrity,23,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
23-value-phonetic-reduction,23,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
23-value-paradigmaticity,23,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
23-value-bondedness,23,value-bondedness,value-bondedness-3,3 agglutinative affix,,,
23-value-paradigmatic-variability,23,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
23-value-syntagmatic-variability,23,value-syntagmatic-variability,value-syntagmatic-variability-4,4 fixed position in a template,,,
23-value-decategorization,23,value-decategorization,value-decategorization-4,4 total decategorization,,,
23-value-allomorphy,23,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
23-change-semantic-integrity,23,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
23-change-phonetic-reduction,23,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
23-change-paradigmaticity,23,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
23-change-bondedness,23,change-bondedness,change-bondedness-1,1 yes,,,
23-change-paradigmatic-variability,23,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
23-change-syntagmatic-variability,23,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
23-change-decategorization,23,change-decategorization,change-decategorization-1,1 yes,,,
23-change-allomorphy,23,change-allomorphy,change-allomorphy-0,0 no,,,
24-target-meaning-type,24,target-meaning-type,target-meaning-type-modality,MODALITY,,,
24-source,24,source,,"'find (accidentally), be found'",,χos,11037-os-os-epossibility
24-value-semantic-integrity,24,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
24-value-phonetic-reduction,24,value-phonetic-reduction,value-phonetic-reduction-2,2 monosyllabic forms,,,
24-value-paradigmaticity,24,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
24-value-bondedness,24,value-bondedness,value-bondedness-1,1 lexical root or free morph,,,
24-value-paradigmatic-variability,24,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
24-value-syntagmatic-variability,24,value-syntagmatic-variability,value-syntagmatic-variability-3,3 intransparent position,,,
24-value-decategorization,24,value-decategorization,value-decategorization-3,3 absence of most properties,,,
24-value-allomorphy,24,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
24-change-semantic-integrity,24,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
24-change-phonetic-reduction,24,change-phonetic-reduction,change-phonetic-reduction-0,0 no,,,
24-change-paradigmaticity,24,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
24-change-bondedness,24,change-bondedness,change-bondedness-0,0 no,,,
24-change-paradigmatic-variability,24,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
24-change-syntagmatic-variability,24,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
24-change-decategorization,24,change-decategorization,change-decategorization-1,1 yes,,,
24-change-allomorphy,24,change-allomorphy,change-allomorphy-0,0 no,,,
25-target-meaning-type,25,target-meaning-type,target-meaning-type-verbalcategoriesother,"VERBAL CATEGORIES, OTHER",,,
25-source,25,source,,'see' (preceded by an indirect question),,akː-,11040-ak-k-verificative
25-value-semantic-integrity,25,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
25-value-phonetic-reduction,25,value-phonetic-reduction,value-phonetic-reduction-3,3 subsyllabic morph,,,
25-value-paradigmaticity,25,value-paradigmaticity,value-paradigmaticity-3,3 not fully paradigmatic,,,
25-value-bondedness,25,value-bondedness,value-bondedness-3,3 agglutinative affix,,,
25-value-paradigmatic-variability,25,value-paradigmatic-variability,value-paradigmatic-variability-1,1 freedom of ocurrence,,,
25-value-syntagmatic-variability,25,value-syntagmatic-variability,value-syntagmatic-variability-4,4 fixed position in a template,,,
25-value-decategorization,25,value-decategorization,value-decategorization-4,4 total decategorization,,,
25-value-allomorphy,25,value-allomorphy,value-allomorphy-1,1 no allomorphy,,,
25-change-semantic-integrity,25,change-semantic-integrity,change-semantic-integrity-1,1 yes,,,
25-change-phonetic-reduction,25,change-phonetic-reduction,change-phonetic-reduction-1,1 yes,,,
25-change-paradigmaticity,25,change-paradigmaticity,change-paradigmaticity-1,1 yes,,,
25-change-bondedness,25,change-bondedness,change-bondedness-1,1 yes,,,
25-change-paradigmatic-variability,25,change-paradigmatic-variability,change-paradigmatic-variability-0,0 no,,,
25-change-syntagmatic-variability,25,change-syntagmatic-variability,change-syntagmatic-variability-1,1 yes,,,
25-change-decategorization,25,change-decategorization,change-decategorization-1,1 yes,,,
25-change-allomorphy,25,change-allomorphy,change-allomorphy-0,0 no,,,
26-target-meaning-type,26,target-meaning-type,target-meaning-type-caseadposition,CASE/ADPOSITION,,,
26-source,26,source,,'reach/arrive' (-PERFECTIVE CONVERB),,eq'(-en),11052-eqen-eqen-allative
26-value-semantic-integrity,26,value-semantic-integrity,value-semantic-integrity-3,3 abstract relational meaning,,,
26-value-phonetic-reduction,26,value-phonetic-reduction,value-phonetic-reduction-1,1 two or more syllables,,,
